standard_property_name,possible_table_name,parent_table_name,node_name,node_category,node_subpart_type,asset_class
issued_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
issued_for_as_built,DESCRIPTION,,meta_data,primary_equipments,asset,pump
issued_for_proposal,DESCRIPTION,,meta_data,primary_equipments,asset,pump
issued_for_purchase,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_equipment_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_name,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_number_or_service_name,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_or_equipment_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_or_equipment_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
item_tag_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
job,DESCRIPTION,,meta_data,primary_equipments,asset,pump
job_inquiry_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
job_no,DESCRIPTION,,meta_data,primary_equipments,asset,pump
job_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
job_or_inquiry_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
job_or_project_reference,DESCRIPTION,,meta_data,primary_equipments,asset,pump
manufacture_by_purchaser,DESCRIPTION,,meta_data,primary_equipments,asset,pump
manufacture_by_vendor,DESCRIPTION,,meta_data,primary_equipments,asset,pump
manufacturer,DESCRIPTION,,meta_data,primary_equipments,asset,pump
model,DESCRIPTION,,meta_data,primary_equipments,asset,pump
model_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
model_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
model_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
motor_item_numbers,DESCRIPTION,,meta_data,primary_equipments,asset,pump
motor_item_numbers,DESCRIPTION,,meta_data,primary_equipments,asset,pump
motor_mounted_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
motor_mounted_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
motor_provided_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
motor_provided_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
note_by_manufacturer,DESCRIPTION,,meta_data,primary_equipments,asset,pump
note_purchaser_or_manufacturer,DESCRIPTION,,meta_data,primary_equipments,asset,pump
note_vendor,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_motor_driven,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_motor_driven,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_of_pumps_required,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_of_stages,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_required,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_turbine_driven,DESCRIPTION,,meta_data,primary_equipments,asset,pump
number_turbine_driven,DESCRIPTION,,meta_data,primary_equipments,asset,pump
order_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
piping_and_instrumentation_diagram_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
pump_size,DESCRIPTION,,meta_data,primary_equipments,asset,pump
purchaser,DESCRIPTION,,meta_data,primary_equipments,asset,pump
purchaser_location,DESCRIPTION,,meta_data,primary_equipments,asset,pump
purchaser_order_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
quotation_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
revision,DESCRIPTION,,meta_data,primary_equipments,asset,pump
revision,DESCRIPTION,,meta_data,primary_equipments,asset,pump
revision,DESCRIPTION,,meta_data,primary_equipments,asset,pump
revision_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
revision_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
revolutions_per_minute,DESCRIPTION,,meta_data,primary_equipments,asset,pump
rotations_per_minute,DESCRIPTION,,meta_data,primary_equipments,asset,pump
serial_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
serial_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
service,DESCRIPTION,,meta_data,primary_equipments,asset,pump
service,DESCRIPTION,,meta_data,primary_equipments,asset,pump
service_name,DESCRIPTION,,meta_data,primary_equipments,asset,pump
sheet,DESCRIPTION,,meta_data,primary_equipments,asset,pump
site,DESCRIPTION,,meta_data,primary_equipments,asset,pump
sixty_hz,DESCRIPTION,,meta_data,primary_equipments,asset,pump
size,DESCRIPTION,,meta_data,primary_equipments,asset,pump
size_and_type,DESCRIPTION,,meta_data,primary_equipments,asset,pump
stages,DESCRIPTION,,meta_data,primary_equipments,asset,pump
standard,DESCRIPTION,,meta_data,primary_equipments,asset,pump
supplier,DESCRIPTION,,meta_data,primary_equipments,asset,pump
supplier_location,DESCRIPTION,,meta_data,primary_equipments,asset,pump
supplier_order,DESCRIPTION,,meta_data,primary_equipments,asset,pump
supplier_serial_numbers,DESCRIPTION,,meta_data,primary_equipments,asset,pump
turbine_item_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
turbine_item_number,DESCRIPTION,,meta_data,primary_equipments,asset,pump
turbine_mounted_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
turbine_mounted_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
turbine_provided_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
turbine_provided_by,DESCRIPTION,,meta_data,primary_equipments,asset,pump
type,DESCRIPTION,,meta_data,primary_equipments,asset,pump
unit,DESCRIPTION,,meta_data,primary_equipments,asset,pump
units,DESCRIPTION,,meta_data,primary_equipments,asset,pump
vendor,DESCRIPTION,,meta_data,primary_equipments,asset,pump
bearing_type,DRIVER,,driver_motor,primary_equipments,asset,pump
bearing_type_radial,DRIVER,,driver_motor,primary_equipments,asset,pump
bearing_type_radial,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
bearing_type_thrust,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
bearing_type_thrust,DRIVER,,driver_motor,primary_equipments,asset,pump
driver_horsepower_selected_at_maximum_specific_gravity,DRIVER,,driver_motor,primary_equipments,asset,pump
driver_horsepower_selected_at_maximum_specific_gravity,DRIVER,,driver_motor,primary_equipments,asset,pump
driver_hp_selected_at_maximum_specific_gravity,DRIVER,,driver_motor,primary_equipments,asset,pump
driver_type,DRIVER,,driver_motor,primary_equipments,asset,pump
driver_type,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
frame_or_model,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
frame_or_model,DRIVER,,driver_motor,primary_equipments,asset,pump
gear,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
gear,DRIVER,,driver_motor,primary_equipments,asset,pump
lube,DRIVER,,driver_motor,primary_equipments,asset,pump
lubrication,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
lubrication,DRIVER,,driver_motor,primary_equipments,asset,pump
manufacturer,DRIVER,,driver_motor,primary_equipments,asset,pump
manufacturer,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
maximum_viscosity,DRIVER,,driver_motor,primary_equipments,asset,pump
maximum_viscosity,DRIVER,,driver_motor,primary_equipments,asset,pump
nameplate_power,DRIVER,,driver_motor,primary_equipments,asset,pump
nameplate_power,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
nominal_rpm,DRIVER,,driver_motor,primary_equipments,asset,pump
nominal_rpm,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
orientation,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
orientation,DRIVER,,driver_motor,primary_equipments,asset,pump
other,DRIVER,,driver_motor,primary_equipments,asset,pump
other,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
power_rating,DRIVER,,driver_motor,primary_equipments,asset,pump
power_rating,DRIVER,,driver_motor,primary_equipments,asset,pump
power_speed,DRIVER,,driver_motor,primary_equipments,asset,pump
radial,DRIVER,,driver_motor,primary_equipments,asset,pump
rated_load_rpm,DRIVER,,driver_motor,primary_equipments,asset,pump
rated_load_rpm,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
see_driver_data_sheet,DRIVER,,driver_motor,primary_equipments,asset,pump
see_driver_data_sheet,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
source_of_variable_speed,DRIVER,,driver_motor,primary_equipments,asset,pump
source_of_variable_speed,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
speed,DRIVER,,driver_motor,primary_equipments,asset,pump
speed,DRIVER,,driver_motor,primary_equipments,asset,pump
starting_method,DRIVER,,driver_motor,primary_equipments,asset,pump
starting_method,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
thrust,DRIVER,,driver_motor,primary_equipments,asset,pump
variable_speed_required,DRIVER,,driver_motor,primary_equipments,asset,pump
variable_speed_required,DRIVER,SITE AND UTILITY DATA,driver_motor,primary_equipments,asset,pump
driver_sizing_specification,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
driver_sizing_specification,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
driver_sizing_specification,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
margin_over_specification,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
margin_over_specification,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
margin_over_specification,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
minimum_recommended_motor_rating,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
minimum_recommended_motor_rating,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
minimum_recommended_motor_rating_hp,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
minimum_recommended_motor_rating_hp,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
minimum_recommended_motor_rating_kw,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
minimum_recommended_motor_rating_kw,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
power_hydraulic,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
power_hydraulic,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
power_hydraulic,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
power_maximum_rated_diameter,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
power_maximum_rated_diameter,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
power_maximum_rated_diameter,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
power_rated,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
power_rated,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
power_rated,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
service_factor,DRIVER & POWER DATA,Pump Performance Datasheet,driver_motor,primary_equipments,asset,pump
service_factor,DRIVER & POWER DATA,,driver_motor,primary_equipments,asset,pump
service_factor,DRIVER & POWER DATA,PUMP PERFORMANCE DATASHEET,driver_motor,primary_equipments,asset,pump
constant_speed,DRIVERS,,driver_motor,primary_equipments,asset,pump
enclosure,DRIVERS,,driver_motor,primary_equipments,asset,pump
gas_driven,DRIVERS,,driver_motor,primary_equipments,asset,pump
hertz,DRIVERS,,driver_motor,primary_equipments,asset,pump
horsepower,DRIVERS,,driver_motor,primary_equipments,asset,pump
motor_frame_number,DRIVERS,,driver_motor,primary_equipments,asset,pump
motor_manufacturer,DRIVERS,,driver_motor,primary_equipments,asset,pump
motor_type,DRIVERS,,driver_motor,primary_equipments,asset,pump
other,DRIVERS,,driver_motor,primary_equipments,asset,pump
other_see_separate_data_sheets,DRIVERS,,driver_motor,primary_equipments,asset,pump
phase,DRIVERS,,driver_motor,primary_equipments,asset,pump
revolutions_per_minute,DRIVERS,,driver_motor,primary_equipments,asset,pump
service_factor,DRIVERS,,driver_motor,primary_equipments,asset,pump
steam_turbine,DRIVERS,,driver_motor,primary_equipments,asset,pump
variable_speed,DRIVERS,,driver_motor,primary_equipments,asset,pump
volts,DRIVERS,,driver_motor,primary_equipments,asset,pump
hertz,ELECTRICITY,SITE AND UTILITY DATA,instrumentation,primary_equipments,asset,pump
hertz,ELECTRICITY,SITE AND UTILITY DATA,instrumentation,primary_equipments,asset,pump
phase,ELECTRICITY,SITE AND UTILITY DATA,instrumentation,primary_equipments,asset,pump
phase,ELECTRICITY,SITE AND UTILITY DATA,instrumentation,primary_equipments,asset,pump
voltage,ELECTRICITY,SITE AND UTILITY DATA,instrumentation,primary_equipments,asset,pump
voltage,ELECTRICITY,SITE AND UTILITY DATA,instrumentation,primary_equipments,asset,pump
barrier_buffer_gas_supply_system_plan_supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_buffer_gas_supply_system_supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
collecting_reservoir_for_liquid_leakage_supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
collection_reservoir_for_liquid_leakage_supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
external_seal_flush_systems_supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_amplifier,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_amplifier,EXTERNAL SEAL FLUSH SYSTEMS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_control_valves,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_control_valves,EXTERNAL SEAL FLUSH SYSTEMS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplied_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,EXTERNAL SEAL FLUSH SYSTEMS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
flow_indicator_for_piping_plan_example_in_cooling_water_outlet_line_or_piping_plan_32,FLOW - INSTRUMENTS,INSTRUMENTATION,instrumentation,primary_equipments,asset,pump
flow_meter_for_piping_plan,FLOW - INSTRUMENTS,INSTRUMENTATION,instrumentation,primary_equipments,asset,pump
switches_for_piping_plan,FLOW - INSTRUMENTS,INSTRUMENTATION,instrumentation,primary_equipments,asset,pump
transmitter_for_piping_plan,FLOW - INSTRUMENTS,INSTRUMENTATION,instrumentation,primary_equipments,asset,pump
capacity,FLOW IN GPM,,performance,primary_equipments,asset,pump
created,FLOW IN GPM,,performance,primary_equipments,asset,pump
efficiency,FLOW IN GPM,,performance,primary_equipments,asset,pump
end_of_curve_power,FLOW IN GPM,,performance,primary_equipments,asset,pump
head,FLOW IN GPM,,performance,primary_equipments,asset,pump
impeller,FLOW IN GPM,,performance,primary_equipments,asset,pump
impeller_created,FLOW IN GPM,,performance,primary_equipments,asset,pump
maximum_particle_size,FLOW IN GPM,,performance,primary_equipments,asset,pump
net_positive_suction_head_available,FLOW IN GPM,,performance,primary_equipments,asset,pump
net_positive_suction_head_required,FLOW IN GPM,,performance,primary_equipments,asset,pump
pattern,FLOW IN GPM,,performance,primary_equipments,asset,pump
power,FLOW IN GPM,,performance,primary_equipments,asset,pump
pump_size_and_type,FLOW IN GPM,,performance,primary_equipments,asset,pump
revolutions_per_minute,FLOW IN GPM,,performance,primary_equipments,asset,pump
service,FLOW IN GPM,,performance,primary_equipments,asset,pump
specific_gravity,FLOW IN GPM,,performance,primary_equipments,asset,pump
specific_speed,FLOW IN GPM,,performance,primary_equipments,asset,pump
suction_specific_speed,FLOW IN GPM,,performance,primary_equipments,asset,pump
viscosity,FLOW IN GPM,,performance,primary_equipments,asset,pump
volute,FLOW IN GPM,,performance,primary_equipments,asset,pump
wet_wr_squared,FLOW IN GPM,,performance,primary_equipments,asset,pump
flow_indicator_for_piping_plan_example_in_cooling_water_outlet_line_8_2-22_or_plan-32,FLOW INSTRUMENTS,SEAL AUXILARY SYSTEM,instrumentation,auxiliary_equipments,seal_auxiliary_system,pump
flow_indicator_for_piping_plan_example_in_cooling_water_outlet_line_8_2-22_or_plan-32,FLOW INSTRUMENTS,instrumentation,instrumentation,primary_equipments,asset,pump
flow_indicator_for_piping_plan_example_in_cooling_water_outlet_line_8_2-22_or_plan-32,FLOW INSTRUMENTS,INSTRUMENTATION,instrumentation,primary_equipments,asset,pump
flow_meter_for_piping_plan,FLOW INSTRUMENTS,instrumentation,instrumentation,primary_equipments,asset,pump
