standard_property_name,possible_table_name,parent_table_name,node_name,node_category,node_subpart_type,asset_class
corrosion_erosion_caused_by,LIQUID,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
corrosive_erosive_agents,LIQUID,,process_fluids,primary_equipments,asset,pump
fluid_density_max,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
fluid_density_max,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
fluid_density_max,LIQUID,,process_fluids,primary_equipments,asset,pump
fluid_density_maximum,LIQUID,,process_fluids,primary_equipments,asset,pump
fluid_density_maximum,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
fluid_density_rated,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
fluid_density_rated,LIQUID,,process_fluids,primary_equipments,asset,pump
fluid_density_rated,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
h2s_concentration,LIQUID,,process_fluids,primary_equipments,asset,pump
liquid_flammable,LIQUID,,process_fluids,primary_equipments,asset,pump
liquid_flammable,LIQUID,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
liquid_hazardous,LIQUID,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
liquid_other,LIQUID,,process_fluids,primary_equipments,asset,pump
liquid_other,LIQUID,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
liquid_toxic,LIQUID,,process_fluids,primary_equipments,asset,pump
liquid_type,LIQUID,,process_fluids,primary_equipments,asset,pump
liquid_type,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
liquid_type,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
maximum_particle_size,LIQUID,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
percent_of_solids,LIQUID,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
pumping_temperature_maximum,LIQUID,,process_fluids,primary_equipments,asset,pump
pumping_temperature_minimum,LIQUID,,process_fluids,primary_equipments,asset,pump
pumping_temperature_normal,LIQUID,,process_fluids,primary_equipments,asset,pump
solids_concentration_by_volume,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
solids_concentration_by_volume,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
solids_concentration_by_volume,LIQUID,,process_fluids,primary_equipments,asset,pump
solids_diameter_max,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
solids_diameter_max,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
solids_diameter_max,LIQUID,,process_fluids,primary_equipments,asset,pump
solids_diameter_maximum,LIQUID,,process_fluids,primary_equipments,asset,pump
solids_diameter_maximum,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
specific_gravity_maximum,LIQUID,,process_fluids,primary_equipments,asset,pump
specific_gravity_minimum,LIQUID,,process_fluids,primary_equipments,asset,pump
specific_heat,LIQUID,,process_fluids,primary_equipments,asset,pump
temperature_max,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
temperature_max,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
temperature_max,LIQUID,,process_fluids,primary_equipments,asset,pump
temperature_maximum,LIQUID,,process_fluids,primary_equipments,asset,pump
temperature_maximum,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
temperature_rated,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
temperature_rated,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
temperature_rated,LIQUID,,process_fluids,primary_equipments,asset,pump
type_or_name_of_liquid,LIQUID,,process_fluids,primary_equipments,asset,pump
vapor_pressure_rated,LIQUID,,process_fluids,primary_equipments,asset,pump
vapor_pressure_rated,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
vapor_pressure_rated,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
viscosity_maximum,LIQUID,,process_fluids,primary_equipments,asset,pump
viscosity_minimum,LIQUID,,process_fluids,primary_equipments,asset,pump
viscosity_rated,LIQUID,,process_fluids,primary_equipments,asset,pump
viscosity_rated,LIQUID,PUMP PERFORMANCE DATASHEET,process_fluids,primary_equipments,asset,pump
viscosity_rated,LIQUID,Pump Performance Datasheet,process_fluids,primary_equipments,asset,pump
liquid_type_or_name,LIQUID CHARACTERESTICS,,process_fluids,primary_equipments,asset,pump
relative_density,LIQUID CHARACTERESTICS,,process_fluids,primary_equipments,asset,pump
specific_heat,LIQUID CHARACTERESTICS,,process_fluids,primary_equipments,asset,pump
vapor_pressure,LIQUID CHARACTERESTICS,,process_fluids,primary_equipments,asset,pump
viscosity,LIQUID CHARACTERESTICS,,process_fluids,primary_equipments,asset,pump
liquid_type_or_name,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
liquid_type_or_name,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
relative_density,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
relative_density,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
specific_heat,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
specific_heat,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
vapor_pressure,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
vapor_pressure,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
viscosity,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
viscosity,LIQUID CHARACTERISTICS,,process_fluids,primary_equipments,asset,pump
division,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
electric_area_classification,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
group,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
location,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
mounted_at,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
temperature_class,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
winterisation_required,LOCATION,SITE & UTILITY DATA,meta_data,primary_equipments,asset,pump
crankcase,LUBRICATION FLUID,,process_fluids,primary_equipments,asset,pump
hydraulic_fluid,LUBRICATION FLUID,,process_fluids,primary_equipments,asset,pump
intermediate,LUBRICATION FLUID,,process_fluids,primary_equipments,asset,pump
bearing_isolators_manufacturer_type,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_containment_shell_decouple_torque,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_eddy_current_losses_through_shell,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_heat_generation_in_the_shell,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_locked_rotor_torque,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_magnet_and_bearing_flushing_inlet,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_magnet_and_bearing_flushing_outlet,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_radial_clearance_to_inner_rotor,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_radial_clearance_to_outer_magnet_ring,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
containment_shell_safety_factor,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_end_bearing_number,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_end_bearing_type,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_guard_compliance_osha 1910.219 compliant,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_guard_manufacturer's standard,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_manufacturer,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_model,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_size,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
coupling_type,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
eddy_current,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
external_rotor_bearings_manufacturer,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
hermetically_sealed,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
impeller_end_bearing_number,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
impeller_end_bearing_type,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_constant_level_oiler,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_flood,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_grease,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_pure_mist,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_purge_mist,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_sealed_grease,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
lubrication_shielded_grease,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
magnet_sized_to_handle_best_efficiency_point,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
magnet_sized_to_handle_full_locked_motor_torque,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
magnet_sized_to_handle_rated_capacity,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
magnetic_coupling,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
material_if_not_specified_by_purchaser,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
mounting_method,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
number_of_magnets,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
oil_viscosity_iso_grade,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
remarks,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
soft_start_required,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
spacer_length,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
temperature_limitation,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
total_torque,MAGNETIC DRIVE PUMPS,,equipments,primary_equipments,asset,pump
manufacturers_standard,MANFACTURER'S STANDARD,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
other_see_below,MANFACTURER'S STANDARD,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
specification_number,MANFACTURER'S STANDARD,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
for_data_requirements_refer_to,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
for_vendor_data_requirements_refer_to,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
for_vendor_data_requirements_refer_to,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
for_vendor_data_requirements_refer_to,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
for_vendor_data_requirements_reference_to,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
remarks,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
vendor_data_requirements,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
vendor_data_requirements_refer_to,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
vendor_data_requirements_reference,MANUFACTURER DOCUMENTATION REQUIREMENTS,,meta_data,primary_equipments,asset,pump
appendix_h_class,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
appendix_h_class,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
applicable_hardness_standard_6_12_1_12_3,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_6_12_1_12_3,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_barrel,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_bowl_if_vertical_suspension_type,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_case,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_case_wear_ring,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_diffusers,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_impeller,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_impeller_wear_ring,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_inspection_class,MATERIAL,,materials,primary_equipments,asset,pump
applicable_hardness_standard_shaft,MATERIAL,,materials,primary_equipments,asset,pump
barrel,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
barrel,MATERIAL,,materials,primary_equipments,asset,pump
bowl_if_vertical_split_type,MATERIAL,,materials,primary_equipments,asset,pump
bowl_if_vertical_split_type,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
bowl_if_vertical_suspended_type,MATERIAL,,materials,primary_equipments,asset,pump
bowl_if_vs_type,MATERIAL,,materials,primary_equipments,asset,pump
bowl_vs_type,MATERIAL,,materials,primary_equipments,asset,pump
case,MATERIAL,,materials,primary_equipments,asset,pump
case,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
case_wear_ring,MATERIAL,,materials,primary_equipments,asset,pump
case_wear_ring,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
case_wear_ring,MATERIAL,,materials,primary_equipments,asset,pump
diffusers,MATERIAL,,materials,primary_equipments,asset,pump
diffusers,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
impeller,MATERIAL,,materials,primary_equipments,asset,pump
impeller,MATERIAL,,materials,primary_equipments,asset,pump
impeller,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
impeller_wear_ring,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
impeller_wear_ring,MATERIAL,,materials,primary_equipments,asset,pump
impeller_wear_ring,MATERIAL,,materials,primary_equipments,asset,pump
inducer,MATERIAL,,materials,primary_equipments,asset,pump
inspection_class,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
inspection_class,MATERIAL,,materials,primary_equipments,asset,pump
material_selected,MATERIAL,,materials,primary_equipments,asset,pump
material_selected,MATERIAL,Pump Performance Datasheet,materials,primary_equipments,asset,pump
material_selected,MATERIAL,PUMP PERFORMANCE DATASHEET,materials,primary_equipments,asset,pump
minimum_design_metal_temperature,MATERIAL,,materials,primary_equipments,asset,pump
minimum_design_metal_temperature,MATERIAL,,materials,primary_equipments,asset,pump
minimum_design_metal_temperature,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
minimum_design_metal_temperature_6_12_4_1,MATERIAL,,materials,primary_equipments,asset,pump
minimum_design_metal_temperature_6_12_4_1,MATERIAL,,materials,primary_equipments,asset,pump
reduced_hardness_materials_required,MATERIAL,,materials,primary_equipments,asset,pump
reduced_hardness_materials_required,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
reduced_hardness_materials_required,MATERIAL,,materials,primary_equipments,asset,pump
reduced_hardness_materials_required_6_12_1_12_1,MATERIAL,,materials,primary_equipments,asset,pump
shaft,MATERIAL,,materials,primary_equipments,asset,pump
shaft,MATERIAL,CONSTRUCTION,materials,primary_equipments,asset,pump
shaft,MATERIAL,,materials,primary_equipments,asset,pump
shaft_sleeves,MATERIAL,,materials,primary_equipments,asset,pump
material_certification_required_casing,MATERIAL CERTIFICATION REQUIRED,INSPECTION AND TESTING,testing_inspections,primary_equipments,asset,pump
material_certification_required_cover,MATERIAL CERTIFICATION REQUIRED,INSPECTION AND TESTING,testing_inspections,primary_equipments,asset,pump
material_certification_required_impeller,MATERIAL CERTIFICATION REQUIRED,INSPECTION AND TESTING,testing_inspections,primary_equipments,asset,pump
material_certification_required_other,MATERIAL CERTIFICATION REQUIRED,INSPECTION AND TESTING,testing_inspections,primary_equipments,asset,pump
material_certification_required_shaft,MATERIAL CERTIFICATION REQUIRED,INSPECTION AND TESTING,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria_see_table_14,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria_see_table_14_8_2_2_5,MATERIAL INSPECTION,NOTES,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria_see_table_14_8_2_2_5,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria_see_table_14_8_2_2_5,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
alternative_material_inspections_and_acceptance_criteria_see_table_14_8_2_2_5,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
references_listed_by_purchaser,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
references_listed_by_purchaser_default_to_table_14,MATERIAL INSPECTION,NOTES,testing_inspections,primary_equipments,asset,pump
references_must_be_listed_by_the_purchaser,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
references_to_be_listed_by_the_purchaser,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
these_references_must_be_listed_by_the_purchaser,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
these_references_must_be_listed_by_the_purchaser,MATERIAL INSPECTION,,testing_inspections,primary_equipments,asset,pump
baseplate,MATERIALS,,materials,primary_equipments,asset,pump
baseplate,MATERIALS,,materials,primary_equipments,asset,pump
bearing_housing,MATERIALS,,materials,primary_equipments,asset,pump
bearing_housing,MATERIALS,,materials,primary_equipments,asset,pump
bearing_housing_adapter,MATERIALS,,materials,primary_equipments,asset,pump
bearing_housing_adapter,MATERIALS,,materials,primary_equipments,asset,pump
bearing_housing_end_seals,MATERIALS,,materials,primary_equipments,asset,pump
bearing_housing_end_seals,MATERIALS,,materials,primary_equipments,asset,pump
case_impeller_wear_rings,MATERIALS,,materials,primary_equipments,asset,pump
casing,MATERIALS,,materials,primary_equipments,asset,pump
casing,MATERIALS,,materials,primary_equipments,asset,pump
casing_fasteners,MATERIALS,,materials,primary_equipments,asset,pump
casing_fasteners,MATERIALS,,materials,primary_equipments,asset,pump
casing_gasket,MATERIALS,,materials,primary_equipments,asset,pump
casing_gasket,MATERIALS,,materials,primary_equipments,asset,pump
containment_shell,MATERIALS,,materials,primary_equipments,asset,pump
contour_plate,MATERIALS,,materials,primary_equipments,asset,pump
coupling_guard,MATERIALS,,materials,primary_equipments,asset,pump
coupling_guard,MATERIALS,,materials,primary_equipments,asset,pump
cover,MATERIALS,,materials,primary_equipments,asset,pump
cover,MATERIALS,,materials,primary_equipments,asset,pump
driver_bearing_housing,MATERIALS,,materials,primary_equipments,asset,pump
electrical_penetration_sealant,MATERIALS,,materials,primary_equipments,asset,pump
frame,MATERIALS,,materials,primary_equipments,asset,pump
hydraulic_diaphragm,MATERIALS,,materials,primary_equipments,asset,pump
impeller,MATERIALS,,materials,primary_equipments,asset,pump
impeller_gasket,MATERIALS,,materials,primary_equipments,asset,pump
impeller_gasket,MATERIALS,,materials,primary_equipments,asset,pump
impeller_type,MATERIALS,,materials,primary_equipments,asset,pump
impeller_type,MATERIALS,,materials,primary_equipments,asset,pump
inner_rotor,MATERIALS,,materials,primary_equipments,asset,pump
lantern_ring,MATERIALS,,materials,primary_equipments,asset,pump
liquid_end,MATERIALS,,materials,primary_equipments,asset,pump
low_ambient_temperature_materials_tests,MATERIALS,,materials,primary_equipments,asset,pump
magnet_outer_drive_ring,MATERIALS,,materials,primary_equipments,asset,pump
material_class_code,MATERIALS,,materials,primary_equipments,asset,pump
material_class_code,MATERIALS,,materials,primary_equipments,asset,pump
mechanical_seal_gland,MATERIALS,,materials,primary_equipments,asset,pump
mechanical_seal_gland,MATERIALS,,materials,primary_equipments,asset,pump
mechanical_seal_gland_fasteners,MATERIALS,,materials,primary_equipments,asset,pump
mechanical_seal_gland_fasteners,MATERIALS,,materials,primary_equipments,asset,pump
packing,MATERIALS,,materials,primary_equipments,asset,pump
packing_gland,MATERIALS,,materials,primary_equipments,asset,pump
plunger,MATERIALS,,materials,primary_equipments,asset,pump
process_diaphragm,MATERIALS,,materials,primary_equipments,asset,pump
shaft,MATERIALS,,materials,primary_equipments,asset,pump
shaft,MATERIALS,,materials,primary_equipments,asset,pump
shaft_sleeve,MATERIALS,,materials,primary_equipments,asset,pump
shaft_sleeve,MATERIALS,,materials,primary_equipments,asset,pump
sleeve_bearing,MATERIALS,,materials,primary_equipments,asset,pump
special_material_tests,MATERIALS,,materials,primary_equipments,asset,pump
stator_liner,MATERIALS,,materials,primary_equipments,asset,pump
thrust_bearing,MATERIALS,,materials,primary_equipments,asset,pump
valve,MATERIALS,,materials,primary_equipments,asset,pump
valve_body,MATERIALS,,materials,primary_equipments,asset,pump
valve_gasket,MATERIALS,,materials,primary_equipments,asset,pump
valve_guide,MATERIALS,,materials,primary_equipments,asset,pump
valve_seat,MATERIALS,,materials,primary_equipments,asset,pump
wetted_fasteners,MATERIALS,,materials,primary_equipments,asset,pump
efficiency,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
hydraulic,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
impeller_diameter,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
magnetic,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
net_positive_suction_head_required,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
rotor,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
total,MEASURED AT CAPACITY,PERFORMANCE,performance,primary_equipments,asset,pump
additional_central_flush_port,MECHANIC SEAL,,subparts,primary_equipments,asset,pump
heating_jacket_required,MECHANIC SEAL,,mechanical_geometry,primary_equipments,asset,pump
see_attached_iso_21049_api_682_data_sheet,MECHANIC SEAL,,subparts,primary_equipments,asset,pump
aux_case_connection_drain_required,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_drain_required,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_drain_required,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_size,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_size,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_size,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_threaded,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_threaded,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_threaded,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_welded_and_flanged,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_welded_and_flanged,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
aux_case_connection_welded_and_flanged,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_drain_required,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_drain_required,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_size,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_size,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_threaded,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_threaded,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_welded_and_flanged,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
auxiliary_case_connection_welded_and_flanged,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearing_isolators,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearing_manufacturer,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_bearing_isolators,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_bearing_isolators,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_bearing_isolators,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_bearing_manufacturer,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_bearing_manufacturer,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_bearing_manufacturer,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_number,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_number,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_number,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_number,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_type,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_type,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_type,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_radial_bearing_type_no,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_shaft_stiffness_ratio_l2_d4,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_shaft_stiffness_ratio_l2_d4,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_shaft_stiffness_ratio_l3_d4,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_shaft_stiffness_ratio_l3_d4,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_number,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_number,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_number,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_number,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_type,MECHANICAL DATA,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_type,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
bearings_thrust_bearing_type,MECHANICAL DATA,,mechanical_geometry,primary_equipments,asset,pump
