client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,Document Name
Density,density,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fluid Allocation,fluid_allocation,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fluid Name,fluid_name,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Fluid Quantity, Total",fluid_quantity_total,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fouling Resistance (min),fouling_resistance_min,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Heat Exchanged,heat_exchanged,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Inlet Pressure,inlet_pressure,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Latent Heat,latent_heat,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Liquid,liquid,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Molecular Weight Noncondensables,molecular_weight_noncondensables,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Molecular Weight Vapor,molecular_weight_vapor,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
MTD (Corrected),mtd_corrected,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Noncondensables,noncondensables,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Pressure Drop Allow,pressure_drop_allow,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Pressure Drop Calc,pressure_drop_calc,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Specific Heat,specific_heat,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Steam,steam,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Temperature In,temperature_inlet,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Temperature Out,temperature_outlet,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Thermal Conductivity,thermal_conductivity,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Transfer Rate Clean,transfer_rate_clean,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Actual",transfer_rate_actual,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Service",transfer_rate_service,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Vapor (In),vapor_inlet,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Vapor (Out),vapor_outlet,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Velocity,velocity,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Viscosity (L),viscosity_liquid,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Viscosity (V),viscosity_vapor,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Water,water,PERFORMANCE OF ONE UNIT (CASE LAU - T-9280),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Density,density,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fluid Name,fluid_name,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Fluid Quantity, Total",fluid_quantity_total,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fouling Resistance (min),fouling_resistance_min,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Heat Exchanged,heat_exchanged,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Inlet Pressure,inlet_pressure,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Latent Heat,latent_heat,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Liquid,liquid,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Molecular Weight Noncondensables,molecular_weight_noncondensables,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Molecular Weight, Vapor",molecular_weight_vapor,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
MTD (Corrected),mtd_corrected,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Noncondensables,noncondensables,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Pressure Drop, Allow",pressure_drop_allow,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Pressure Drop, Calc",pressure_drop_calc,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Specific Heat,specific_heat,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Steam,steam,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Temperature (In),temperature_inlet,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Temperature (Out),temperature_outlet,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Thermal Conductivity,thermal_conductivity,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Actual",transfer_rate_actual,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Clean",transfer_rate_clean,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Service",transfer_rate_service,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Vapor (In),vapor_inlet,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Vapor (Out),vapor_outlet,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Velocity,velocity,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Viscosity,viscosity,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Water,water,PERFORMANCE OF ONE UNIT (CASE SPU - VM6102 E-3425 DEPRESS.),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Density,density,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fluid Name,fluid_name,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Fluid Quantity, Total",fluid_quantity_total,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fouling Resistance (min),fouling_resistance_min,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Heat Exchanged,heat_exchanged,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Inlet Pressure,inlet_pressure,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Latent Heat,latent_heat,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Liquid,liquid,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Molecular Weight Noncondensables,molecular_noncondensables,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Molecular Weight, Vapor",molecular_weight_vapor,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
MTD (Corrected),mtd_corrected,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Noncondensables,noncondensables,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Pressure Drop, Allow",pressure_drop_allow,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Pressure Drop, Calc",pressure_drop_calc,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Specific Heat,specific_heat,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Steam,steam,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Temperature (In),temperature_inlet,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Temperature (Out),temperature_outlet,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Thermal Conductivity,thermal_conductivity,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Actual",transfer_rate_actual,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Clean",transfer_rate_clean,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
"Transfer Rate, Service",transfer_rate_service,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Vapor (In),vapor_inlet,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Vapor (Out),vapor_outlet,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Velocity,velocity,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Viscosity,viscosity,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Water,water,PERFORMANCE OF ONE UNIT (CASE SPU 1-COLD FLARE RELEASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fluid Name,fluid_name,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Fluid Quantity, Total",fluid_quantity_total,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Fouling Resistance,fouling_resistance,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Heat Exchanged,heat_exchanged,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Inlet Pressure,inlet_pressure,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Latent Heat,latent_heat,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Liquid,liquid,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Molecular Weight, Noncondensables",molecular_weight_noncondensables,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Molecular Weight, Vapor",molecular_weight_vapor,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
MTD (Corrected),mtd_corrected,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Noncondensables,noncondensables,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Pressure Drop, Allow",pressure_drop_allow,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Pressure Drop, Calc",pressure_drop_calc,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Specific Gravity,specific_gravity,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Specific Heat,specific_heat,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Steam,steam,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Temperature,temperature,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Thermal Conductivity,thermal_conductivity,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Transfer Rate, Actual",transfer_rate_actual,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Transfer Rate, Clean",transfer_rate_clean,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Transfer Rate, Service",transfer_rate_service,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Vapor (In),vapor_inlet,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Vapor (Out),vapor_outlet,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Velocity,velocity,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Viscosity,viscosity,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Water,water,PERFORMANCE OF ONE UNIT (CONTAMINATED CONDENSATE CASE - NORMAL OPERATING CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Density (Liq),density_liquid,PERFORMANCE_OF_ONE_UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
