client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,Document Name
Contractor Identification Code,contractor_identification_code,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Customer,customer,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Date,date,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Design Case,design_case,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Horizontal,horizontal,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Item Name,item_name,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Item No.,item_number,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Location,location,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Orientation,orientation,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Parallel,parallel,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf"
Plant Location,plant_location,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Project Name,project_name,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Proposal No.,proposal_number,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Reference No.,reference_number,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Rev,revision,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Revision Number,revision_number,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-S000E3316_0.pdf"
Series,series,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf"
Service,service,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Service of Unit,service_of_unit,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Sheet,sheet,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Shell/Unit,shell_per_unit,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Shell/Unit,shell_unit,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf"
Shells per Unit,shells_per_unit,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Size,size,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Surf/Shell (Eff),surf_shell_eff,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Surf/Shell (Eff),surface_per_shell_effective,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Surf/Shell (Eff),surface_shell_effective,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Surf/Shell (Gross),surf_shell_gross,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Surf/Shell (Gross),surface_per_shell_gross,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Surf/Shell (Gross),surface_shell_gross,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3315_0.pdf"
Surf/Shell Eff,surface_per_shell_efficiency,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Surf/Shell: Eff,surface_shell_efficiency,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Surf/Unit (Eff),surf_unit_eff,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Surf/Unit (Eff),surface_per_unit_effective,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Surf/Unit (Eff),surface_unit_effective,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Surf/Unit (Gross),surf_unit_gross,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Surf/Unit (Gross),surface_per_unit_gross,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Surf/Unit (Gross),surface_unit_gross,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3315_0.pdf"
Surf/Unit Eff,surface_per_unit_efficiency,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Surf/Unit: Eff,surface_unit_efficiency,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Type,type,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Bundle Weight,bundle_weight,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Earthquake Design Load Reduction Factor,earthquake_design_load_reduction_factor,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Moment,moment,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Moment (Long.),moment_longitudinal,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf"
Moment (Trans. / Long.),moment_transverse_longitudinal,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Moment (Trans.),moment_transverse,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf"
Saddles Movement,saddles_movement,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Shear,shear,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Shear (Long.),shear_longitudinal,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf"
Shear (Trans. / Long.),shear_transverse_longitudinal,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Shear (Trans.),shear_transverse,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf"
Supply weight (mass),supply_weight_mass,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Vertical Load,vertical_load,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Wind Design Load Reduction Factor,wind_design_load_reduction_factor,DESIGN LOADING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Moment (Long.),moment_longitudinal,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Moment (Trans.),moment_transverse,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Saddles Movement,saddles_movement,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Shear (Long.),shear_longitudinal,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Shear (Trans.),shear_transverse,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Supply weight (mass),supply_weight_mass,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Vertical Load,vertical_load,DESIGN LODING,NOTES,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9152_0.pdf
Heater body: Number,heater_body_number,EARTHING CONNECTIONS,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Heater body: Size,heater_body_size,EARTHING CONNECTIONS,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Inside terminal box: Number,inside_terminal_box_number,EARTHING CONNECTIONS,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Inside terminal box: Size,inside_terminal_box_size,EARTHING CONNECTIONS,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Outside terminal box: Number,outside_terminal_box_number,EARTHING CONNECTIONS,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Outside terminal box: Size,outside_terminal_box_size,EARTHING CONNECTIONS,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Connected in Parallel,connected_in_parallel,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Connected in Series,connected_in_series,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Design Case,design_case,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Item Name,item_name,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Item Number,item_number,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Orient.,orientation,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Service,service,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Shells./unit,shells_per_unit,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Size,size,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Surf./Shell (eff),surface_per_shell,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Surf./unit (eff),surface_per_unit,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Type,type,ELECTRIC HEATER DATASHEET,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Category,category,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Certificate No.,certificate_number,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Electric Heater Specification,electric_heater_specification,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Electric power consumption,electric_power_consumption,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Enclosure protection,enclosure_protection,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Explosion protection,explosion_protection,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Gas group,gas_group,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Group,group,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Heater capacity,heater_capacity,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Industr. Electroheating Installation,industrial_electroheating_installation,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Installation,installation,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
MCB size,mcb_size,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Nominal current,nominal_current,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Peak inrush current,peak_inrush_current,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Power supply: Frequency,power_supply_frequency,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Power supply: Number of phases,power_supply_number_of_phases,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Power supply: Voltage,power_supply_voltage,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Recommended fuse,recommended_fuse,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Short circuit capacity,short_circuit_capacity,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Temperature class,temperature_class,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Watt density,watt_density,ELECTRICAL DATA,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Impingement Protection,impingement_protection,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Layout Angle,layout_angle,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Pitch,pitch,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Shell ID,shell_inner_diameter,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Shell OD,shell_outer_diameter,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tube Length,tube_length,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tube No.,tube_number,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tube OD,tube_outer_diameter,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tube Thick.,tube_thickness,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
