client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,,,Document Name
Driver Type,driver_type,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Voltage,driver_voltage,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan - No./Bay,fan_number_per_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fan - RPM,fan_revolutions_per_minute,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan Angle,fan_angle,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan BHP@design temp,fan_brake_horsepower_at_design_temperature,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan BHP@min. ambient temp,fan_brake_horsepower_at_minimum_ambient_temperature,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan Blade material,fan_blade_material,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan Diameter,fan_diameter,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan Hub material,fan_hub_material,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan Manufacturer,fan_manufacturer,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan No. of blades,fan_number_of_blades,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan No./Bay,fan_number_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan No./Bay,fan_number_or_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan noise level,fan_noise_level,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Fan Pitch adjustment,fan_pitch_adjustment,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fan RPM,fan_rotations_per_minute,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Fan Tip speed,fan_tip_speed,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer - No./Bay,speed_reducer_number_per_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Speed Reducer Enclosure,speed_reducer_enclosure,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer Manufacturer,speed_reducer_manufacturer,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer No./Bay,speed_reducer_number_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer No./Bay,speed_reducer_number_or_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer Service factor,speed_reducer_service_factor,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer Speed ratio,speed_reducer_speed_ratio,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer Support,speed_reducer_support,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer Type,speed_reducer_type,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Speed Reducer Vib. switch,speed_reducer_vibration_switch,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Company,company,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Company Identification Code,company_identification_code,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Contractor,contractor,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Contractor Identification Code,contractor_identification_code,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Document Title,document_title,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Location,location,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Project,project,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Project Name,project_name,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Revision,revision,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Revision Number,revision_number,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Section,section,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Sheet,sheet,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Sheet Number,sheet_number,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Unit,unit,META DATA,,,meta_data,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Air flow rate/fan,air_flow_rate_fan,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Air flow rate/fan,air_flow_rate_per_fan,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Air flow rate/item,air_flow_rate_item,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Air flow rate/item,air_flow_rate_per_item,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Air inlet temperature,air_inlet_temperature,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Air outlet temperature,air_outlet_temperature,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Altitude,altitude,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Face velocity,face_velocity,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Mass velocity,mass_velocity,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Minimum design ambient temp.,minimum_design_ambient_temperature,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Pressure drop Allowable,pressure_drop_allowable,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Pressure drop Calculated,pressure_drop_calculated,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Static pressure,static_pressure,PERFORMANCE DATA - AIR SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Bubble point,bubble_point,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Density (Liq),density_liquid,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Density (Vap),density_vapor,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Dew point,dew_point,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Fluid name,fluid_name,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Freeze Point,freeze_point,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Inlet pressure,inlet_pressure,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Inside fouling resistance,inside_fouling_resistance,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Latent heat,latent_heat,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Molecular Wt. (Non-cond),molecular_weight_non_condensable,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Molecular Wt. (Non-cond),molecular_weight_noncondensables,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Molecular Wt. (Vap),molecular_weight_vapor,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Noncondensables,noncondensables,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Pressure drop Allowable,pressure_drop_allowable,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Pressure drop Calculated,pressure_drop_calculated,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Specific heat (Liq),specific_heat_liquid,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Specific heat (Vap),specific_heat_vapor,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Steam,steam,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Steam (Vap),steam_vapor,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Temperature,temperature,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Temperature In,temperature_inlet,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf"
Thermal cond. (Liq),thermal_conductivity_liquid,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Thermal cond. (Vap),thermal_conductivity_vapor,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Total flow rate (Liq),total_flow_rate_liquid,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Total flow rate (Vap),total_flow_rate_vapor,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Total fluid entering,total_fluid_entering,PERFORMANCE DATA - TUBE SIDE,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
